"Date","Description","Institution","Account","Category","Is Hidden","Is Pending","Amount"
"6/29/2022","7-ELEVEN 33338","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($2.12)"
"6/29/2022","DISCOVER EPAYMENT WEB ID","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($855.92)"
"6/29/2022","CHASE CREDIT CRD AUTOPAY PPD ID","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($423.21)"
"6/29/2022","PANERA SUBD O","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($9.95)"
"6/28/2022","CARDINAL CANTEEN VEND","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($1.5)"
"6/28/2022","DIRECTPAY FULL BALANCE","Discover Credit Card - via Direct Web Access","DISCOVER","Income","No","No","$855.92"
"6/28/2022","EBAY PAYOUT CCD ID","Chase - via Direct Web API","CHASE CHECKING","Income","No","No","$4.19"
"6/28/2022","AUTOMATIC PAYMENT THANK","Chase - via Direct Web API","CHASE FREEDOM","Credit Card Payment","No","No","$423.21"
"6/27/2022","AMERICAN EXPRESS PMT WEB ID","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($294.96)"
"6/26/2022","BARNES NOBLE","Chase - via Direct Web API","CHASE FREEDOM","Books","No","No","($2.89)"
"6/26/2022","TROPICAL SMOOTHIE CAFE","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($7.1)"
"6/25/2022","AUTOSAVE SAVINGS","Chase - via Direct Web API","CHASE SAVINGS","Savings","No","No","$400"
"6/25/2022","AUTOSAVE SAVINGS","Chase - via Direct Web API","CHASE CHECKING","Savings","No","No","($400)"
"6/24/2022","AMAZON.COM","Chase - via Direct Web API","CHASE FREEDOM","Shopping","No","No","($42.39)"
"6/24/2022","CARDINAL CANTEEN VEND NORFOLK VA","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($1.5)"
"6/24/2022","CMA CGM AMERICA PAYROLL PPD ID","Chase - via Direct Web API","CHASE CHECKING","Paycheck/Salary","No","No","$2124.1"
"6/23/2022","REMITLY WWW.REMITLY.C WA","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","($550.99)"
"6/23/2022","WAWA VIRGINIA BEACVA","Discover Credit Card - via Direct Web Access","DISCOVER","Gas & Fuel","No","No","($30.52)"
"6/22/2022","SUBWAY","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($7.93)"
"6/22/2022","EBAY PAYOUT CCD ID","Chase - via Direct Web API","CHASE CHECKING","Income","No","No","$67.75"
"6/22/2022","ROBINHOOD DEBITS WEB ID","Chase - via Direct Web API","CHASE CHECKING","Investment Savings","No","No","($500)"
"6/21/2022","CARDINAL CANTEEN VEND","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($1.5)"
"6/20/2022","DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN","Robinhood","ROBINHOOD","Investment Transfers","No","No","$500"
"6/20/2022","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($3.29)"
"6/19/2022","CHIPOTLE","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($9.09)"
"6/19/2022","PANERA BREAD P","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($7.34)"
"6/18/2022","DOORDASH DASHPASS","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","$4.99"
"6/18/2022","DOORDASH DASHPASS","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($4.99)"
"6/18/2022","AMZN MKTP US","Chase - via Direct Web API","CHASE FREEDOM","Shopping","No","No","$28.61"
"6/16/2022","ONLINE TRANSFER TO SAVINGS","Chase - via Direct Web API","CHASE SAVINGS","Savings","No","No","($400)"
"6/16/2022","INTEREST PAYMENT","Chase - via Direct Web API","CHASE SAVINGS","Interest Income","No","No","$0.02"
"6/15/2022","AUTOZONE","Chase - via Direct Web API","CHASE FREEDOM","Auto Service","No","No","($18.02)"
"6/14/2022","7-ELEVEN 38165","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($2.22)"
"6/14/2022","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($3.29)"
