,Transaction Date,Description,Institution,Account,Category,Is Hidden,Is Pending,Amount,Standardized Description,Master Category
0,2023-06-13,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-16.63,AMAZON,SHOPPING/GROCERIES
1,2023-06-13,FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,GAS & FUEL,No,No,-30.0,FRISCO TX,BILLS AND UTILITIES
2,2023-06-13,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-23.99,AMAZON,SHOPPING/GROCERIES
3,2023-06-12,APLPAY STARBUCKS WA,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-10.0,STARBUCKS,FOOD AND DINING
4,2023-06-12,ZELLE PAYMENT TO BOOKSHELF,Chase - via Direct Web API,CHASE CHECKING,PAYMENT,No,No,-10.0,ZELLE PAYMENT TO BOOKSHELF,MISCELLANEOUS
5,2023-06-12,REDEMPTION CREDIT,Chase - via Direct Web API,CHASE FREEDOM,INCOME,No,No,83.64,REDEMPTION CREDIT,INCOME
6,2023-06-12,TST KARYA SIDDHI HANU,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-16.96,TST KARYA SIDDHI HANU,FOOD AND DINING
7,2023-06-11,APLPAY STARBUCKS WA,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-10.0,STARBUCKS,FOOD AND DINING
8,2023-06-10,BRAUMS STORE,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-15.54,BRAUMS STORE,FOOD AND DINING
9,2023-06-10,BAWARCHI EXPRESS,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-29.12,BAWARCHI EXPRESS,FOOD AND DINING
10,2023-06-09,TARGET,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-14.4,TARGET,SHOPPING/GROCERIES
11,2023-06-09,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-11.24,AMAZON,SHOPPING/GROCERIES
12,2023-06-09,PATEL BROTHERS FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,GROCERIES,No,No,-32.12,PATEL BROTHERS FRISCO TX,SHOPPING/GROCERIES
13,2023-06-08,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-35.6,AMAZON,SHOPPING/GROCERIES
14,2023-06-08,PALMS ASSOCIATES RENTAL WEB ID,Chase - via Direct Web API,CHASE CHECKING,RENT,No,No,-1535.04,PALMS ASSOCIATES RENTAL WEB ID,BILLS AND UTILITIES
15,2023-06-07,CHICKFILA,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-13.21,CHICKFILA,FOOD AND DINING
16,2023-06-07,ATT UVERSE PAYMENT TX,American Express - Amex Account - via Direct Web Access,AMEX,"PHONE, INTERNET & CABLE",No,No,-51.87,ATT UVERSE PAYMENT TX,BILLS AND UTILITIES
17,2023-06-07,APLPAY STARBUCKS WA,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-10.0,STARBUCKS,FOOD AND DINING
18,2023-06-07,ZELLE PAYMENT TO AUTOMATED TECHNOLOGY SOLUTIONS LLC,Chase - via Direct Web API,CHASE CHECKING,PAYMENT,No,No,-40.0,ZELLE PAYMENT TO AUTOMATED TECHNOLOGY SOLUTIONS LLC,MISCELLANEOUS
19,2023-06-07,CRUNCH FIT CLUB FEES PPD ID,Chase - via Direct Web API,CHASE CHECKING,GYM,No,No,-18.48,CRUNCH FIT CLUB FEES PPD ID,HEALTH
20,2023-06-05,NTTA AUTOCHARGE TX,Discover Credit Card - via Direct Web Access,DISCOVER,TOLLS,No,No,-20.0,NTTA AUTOCHARGE TX,BILLS AND UTILITIES
21,2023-06-04,LYFT RIDES,Chase - via Direct Web API,CHASE FREEDOM,RIDESHARE,No,No,-10.96,LYFT RIDES,BILLS AND UTILITIES
22,2023-06-04,AMAZON PRIME AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SUBSCRIPTIONS,No,No,16.23,AMAZON,SUBSCRIPTIONS
23,2023-06-04,TARGET FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-35.76,TARGET,SHOPPING/GROCERIES
24,2023-06-04,ENVATO CHICAGO IL,American Express - Amex Account - via Direct Web Access,AMEX,SUBSCRIPTIONS,No,No,-214.34,ENVATO CHICAGO IL,SUBSCRIPTIONS
25,2023-06-03,ABC FITNESS CLUBCHARGE PPD ID,Chase - via Direct Web API,CHASE CHECKING,GYM,No,No,-308.0,ABC FITNESS CLUBCHARGE PPD ID,HEALTH
26,2023-06-03,LEGACY CAR WASH DETA,Chase - via Direct Web API,CHASE FREEDOM,AUTO SERVICE,No,No,-164.0,LEGACY CAR WASH DETA,BILLS AND UTILITIES
27,2023-06-03,AMAZON PRIME AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SUBSCRIPTIONS,No,No,-16.23,AMAZON,SUBSCRIPTIONS
28,2023-06-03,AUTOMATIC STATEMENT CREDIT,Discover Credit Card - via Direct Web Access,DISCOVER,INCOME,No,No,20.62,AUTOMATIC STATEMENT CREDIT,INCOME
29,2023-06-03,CIRCLE K PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,GAS & FUEL,No,No,-35.3,CIRCLE K PLANO TX,BILLS AND UTILITIES
30,2023-06-03,APLPAY STARBUCKS WA,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-10.0,STARBUCKS,FOOD AND DINING
31,2023-06-02,DUNKIN,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-3.02,DUNKIN,FOOD AND DINING
32,2023-06-02,KRISPY KREME,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-4.79,KRISPY KREME,FOOD AND DINING
33,2023-06-02,ROBINHOOD DEBITS WEB ID,Chase - via Direct Web API,CHASE CHECKING,INVESTMENT SAVINGS,No,No,-350.0,ROBINHOOD DEBITS WEB ID,MISCELLANEOUS
34,2023-06-02,BELL WEB PMTS WEB ID,Chase - via Direct Web API,CHASE CHECKING,RENT,No,No,-1349.0,BELL WEB PMTS WEB ID,BILLS AND UTILITIES
35,2023-06-01,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,Robinhood,ROBINHOOD,INVESTMENT TRANSFERS,No,No,350.0,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,MISCELLANEOUS
36,2023-06-01,APLPAY FEDEX OFFICE PLANO TX,American Express - Amex Account - via Direct Web Access,AMEX,SHIPPING & HANDLING,No,No,-0.4,APLPAY FEDEX OFFICE PLANO TX,MISCELLANEOUS
37,2023-06-01,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE SAVINGS,SAVINGS,No,No,400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
38,2023-06-01,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE CHECKING,SAVINGS,No,No,-400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
39,2023-06-01,SCHWAB BROKERAGE MONEYLINK WEB ID,Chase - via Direct Web API,CHASE CHECKING,TRANSFERS,No,No,-350.0,SCHWAB BROKERAGE MONEYLINK WEB ID,MISCELLANEOUS
40,2023-05-31,DUNKIN,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.69,DUNKIN,FOOD AND DINING
41,2023-05-31,PATEL BROTHERS FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,GROCERIES,No,No,-31.98,PATEL BROTHERS FRISCO TX,SHOPPING/GROCERIES
42,2023-05-31,INTEREST PAID,Goldman Sachs - Marcus - via Direct Web Access,GOLDMAN SACHS,INTEREST INCOME,No,No,78.65,INTEREST PAID,INCOME
43,2023-05-31,INTEREST PAID,Charles Schwab US,CHARLES SCHWAB CHECKING,INTEREST INCOME,No,No,0.02,INTEREST PAID,INCOME
44,2023-05-31,TELADOC HEALTH I DIRECT DEP PPD ID,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,3743.31,TELADOC HEALTH I DIRECT DEP PPD ID,INCOME
45,2023-05-30,LYFT RIDE,Chase - via Direct Web API,CHASE FREEDOM,RIDESHARE,No,No,-13.88,LYFT RIDE,BILLS AND UTILITIES
46,2023-05-30,APLPAY FEDEX OFFICE PLANO TX,American Express - Amex Account - via Direct Web Access,AMEX,SHIPPING & HANDLING,No,No,-0.83,APLPAY FEDEX OFFICE PLANO TX,MISCELLANEOUS
47,2023-05-30,COLLIN CO SVC FEE MCKINNEY TX,American Express - Amex Account - via Direct Web Access,AMEX,FEES & CHARGES,No,No,-4.28,COLLIN CO SVC FEE MCKINNEY TX,MISCELLANEOUS
48,2023-05-30,COLLIN CO TX MV FRISMCKINNEY TX,American Express - Amex Account - via Direct Web Access,AMEX,AUTO & TRANSPORT,No,No,-199.25,COLLIN CO TX MV FRISMCKINNEY TX,BILLS AND UTILITIES
49,2023-05-30,DISCOVER EPAYMENT WEB ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-588.7,DISCOVER EPAYMENT WEB ID,MISCELLANEOUS
50,2023-05-30,AMERICAN EXPRESS PMT WEB ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-351.97,AMERICAN EXPRESS PMT WEB ID,MISCELLANEOUS
51,2023-05-30,CHASE CREDIT CRD AUTOPAY PPD ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-1501.96,CHASE CREDIT CRD AUTOPAY PPD ID,MISCELLANEOUS
52,2023-05-29,LYFT RIDE,Chase - via Direct Web API,CHASE FREEDOM,RIDESHARE,No,No,-12.97,LYFT RIDE,BILLS AND UTILITIES
53,2023-05-29,WESTIN RIVERWALK SANSAN ANTONIO,American Express - Amex Account - via Direct Web Access,AMEX,HOTEL,No,No,-52.04,WESTIN RIVERWALK SANSAN ANTONIO,ENTERTAINMENT
54,2023-05-29,APLPAY STARBUCKS WA,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-10.0,STARBUCKS,FOOD AND DINING
55,2023-05-29,TST FROZEN ROLLS CRAUSTIN TX,American Express - Amex Account - via Direct Web Access,AMEX,RESTAURANTS/DINING,No,No,-21.92,TST FROZEN ROLLS CRAUSTIN TX,FOOD AND DINING
56,2023-05-29,SQ GYRODELICIOUS,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-11.1,SQ GYRODELICIOUS,FOOD AND DINING
57,2023-05-28,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.87,STARBUCKS,FOOD AND DINING
58,2023-05-28,CHEVRON,Chase - via Direct Web API,CHASE FREEDOM,GAS & FUEL,No,No,-60.46,CHEVRON,BILLS AND UTILITIES
59,2023-05-28,DIRECTPAY FULL BALANCE,Discover Credit Card - via Direct Web Access,DISCOVER,INCOME,No,No,588.7,DIRECTPAY FULL BALANCE,INCOME
60,2023-05-28,CHATPATTI CHAAT AUSTIN TX,Discover Credit Card - via Direct Web Access,DISCOVER,RESTAURANTS/DINING,No,No,-23.12,CHATPATTI CHAAT AUSTIN TX,FOOD AND DINING
61,2023-05-28,APLPAY DUNKIN TX,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-6.79,DUNKIN,FOOD AND DINING
62,2023-05-28,AIRBNB SAN FRANCISCO,American Express - Amex Account - via Direct Web Access,AMEX,HOTEL,No,No,-58.86,AIRBNB SAN FRANCISCO,ENTERTAINMENT
63,2023-05-28,AUTOMATIC PAYMENT THANK,Chase - via Direct Web API,CHASE FREEDOM,CREDIT CARD PAYMENT,No,No,1501.96,AUTOMATIC PAYMENT THANK,MISCELLANEOUS
64,2023-05-27,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.87,STARBUCKS,FOOD AND DINING
65,2023-05-27,LYFT RIDE,Chase - via Direct Web API,CHASE FREEDOM,RIDESHARE,No,No,-7.79,LYFT RIDE,BILLS AND UTILITIES
66,2023-05-27,MIKES TIRES PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,AUTO SERVICE,No,No,-301.45,MIKES TIRES PLANO TX,BILLS AND UTILITIES
67,2023-05-27,YOUR CASH REWARDREFUND IS,American Express - Amex Account - via Direct Web Access,AMEX,SAVINGS,No,No,88.33,YOUR CASH REWARDREFUND IS,MISCELLANEOUS
68,2023-05-27,TARGET FRISCO TX,American Express - Amex Account - via Direct Web Access,AMEX,SHOPPING,No,No,-21.9,TARGET,SHOPPING/GROCERIES
69,2023-05-27,AUTOPAY PAYMENT THANK YOU,American Express - Amex Account - via Direct Web Access,AMEX,CREDIT CARD PAYMENT,No,No,351.97,AUTOPAY PAYMENT THANK YOU,MISCELLANEOUS
70,2023-05-26,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.87,STARBUCKS,FOOD AND DINING
71,2023-05-26,MARKET PLACE DALLAS TX,Discover Credit Card - via Direct Web Access,DISCOVER,GROCERIES,No,No,-1.75,MARKET PLACE DALLAS TX,SHOPPING/GROCERIES
72,2023-05-25,CALIBER AUTO CARE PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,AUTO SERVICE,No,No,-122.88,CALIBER AUTO CARE PLANO TX,BILLS AND UTILITIES
73,2023-05-25,UBER TRIP CA,Discover Credit Card - via Direct Web Access,DISCOVER,RIDESHARE,No,No,-5.93,UBER TRIP CA,BILLS AND UTILITIES
74,2023-05-25,UBER TRIP CA,Discover Credit Card - via Direct Web Access,DISCOVER,RIDESHARE,No,No,-5.0,UBER TRIP CA,BILLS AND UTILITIES
75,2023-05-25,PANERA SUBD O,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-13.22,PANERA SUBD O,FOOD AND DINING
76,2023-05-24,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.87,STARBUCKS,FOOD AND DINING
77,2023-05-24,WALMART SUPERCENTERPLANO TX,American Express - Amex Account - via Direct Web Access,AMEX,SHOPPING,No,No,-58.02,WALMART,SHOPPING/GROCERIES
78,2023-05-24,ZELLE PAYMENT TO KIRA GRAY,Chase - via Direct Web API,CHASE CHECKING,PAYMENT,No,No,-10.0,ZELLE PAYMENT TO KIRA GRAY,MISCELLANEOUS
79,2023-05-23,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.87,STARBUCKS,FOOD AND DINING
80,2023-05-22,DUNKIN PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,COFFEE,No,No,-2.69,DUNKIN,FOOD AND DINING
81,2023-05-21,STARBUCKS STORE PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,COFFEE,No,No,-2.87,STARBUCKS,FOOD AND DINING
82,2023-05-21,UNIVERSAL BAKERY IRVING TX,Discover Credit Card - via Direct Web Access,DISCOVER,FAST FOOD & CONVENIENCE,No,No,-15.16,UNIVERSAL BAKERY IRVING TX,FOOD AND DINING
83,2023-05-21,RACETRAC CARROLLTON TX,American Express - Amex Account - via Direct Web Access,AMEX,GAS & FUEL,No,No,-30.28,RACETRAC CARROLLTON TX,BILLS AND UTILITIES
84,2023-05-20,ABC FITNESS CLUBCHARGE PPD ID,Chase - via Direct Web API,CHASE CHECKING,GYM,No,No,-308.0,ABC FITNESS CLUBCHARGE PPD ID,HEALTH
85,2023-05-20,THE HALAL GUYS PLANO,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-16.72,THE HALAL GUYS PLANO,FOOD AND DINING
86,2023-05-20,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.87,STARBUCKS,FOOD AND DINING
87,2023-05-20,BRAUMS STORE,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-3.45,BRAUMS STORE,FOOD AND DINING
88,2023-05-20,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-19.39,AMAZON,SHOPPING/GROCERIES
89,2023-05-19,WM SUPERCENTER,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,9.17,WALMART,SHOPPING/GROCERIES
90,2023-05-19,WALMART,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,2.67,WALMART,SHOPPING/GROCERIES
91,2023-05-19,WALMART,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,21.52,WALMART,SHOPPING/GROCERIES
92,2023-05-19,DUNKIN,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-3.02,DUNKIN,FOOD AND DINING
93,2023-05-19,WAYFAIR MA,American Express - Amex Account - via Direct Web Access,AMEX,FURNITURE & HOME DECOR,No,No,-552.06,WAYFAIR MA,SHOPPING/GROCERIES
94,2023-05-19,WALMART SUPERCENTERPLANO TX,American Express - Amex Account - via Direct Web Access,AMEX,SHOPPING,No,No,-3.01,WALMART,SHOPPING/GROCERIES
95,2023-05-19,ROBINHOOD DEBITS WEB ID,Chase - via Direct Web API,CHASE CHECKING,INVESTMENT SAVINGS,No,No,-350.0,ROBINHOOD DEBITS WEB ID,MISCELLANEOUS
96,2023-05-18,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,Robinhood,ROBINHOOD,INVESTMENT TRANSFERS,No,No,350.0,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,MISCELLANEOUS
97,2023-05-18,WM SUPERCENTER,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-57.35,WALMART,SHOPPING/GROCERIES
98,2023-05-18,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.87,STARBUCKS,FOOD AND DINING
99,2023-05-17,DUNKIN,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.69,DUNKIN,FOOD AND DINING
100,2023-05-17,BRUNSWICK CIRCUIT CT CLR VA,Discover Credit Card - via Direct Web Access,DISCOVER,RESTAURANTS/DINING,No,No,-499.2,BRUNSWICK CIRCUIT CT CLR VA,FOOD AND DINING
101,2023-05-17,FEDEX OFFICE TX,American Express - Amex Account - via Direct Web Access,AMEX,SHIPPING & HANDLING,No,No,-0.36,FEDEX OFFICE TX,MISCELLANEOUS
102,2023-05-16,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.87,STARBUCKS,FOOD AND DINING
103,2023-05-16,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE SAVINGS,SAVINGS,No,No,400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
104,2023-05-16,INTEREST PAYMENT,Chase - via Direct Web API,CHASE SAVINGS,INTEREST INCOME,No,No,0.02,INTEREST PAYMENT,INCOME
105,2023-05-16,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE CHECKING,SAVINGS,No,No,-400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
106,2023-05-15,VFS SERVICES USA INC VFSGLOBAL.COMDC,Discover Credit Card - via Direct Web Access,DISCOVER,HOUSEHOLD SERVICES,No,No,-138.59,VFS SERVICES USA INC VFSGLOBAL.COMDC,BILLS AND UTILITIES
107,2023-05-15,TMOBILE AUTO PAY WA,Discover Credit Card - via Direct Web Access,DISCOVER,"PHONE, INTERNET & CABLE",No,No,-249.26,TMOBILE AUTO PAY WA,BILLS AND UTILITIES
108,2023-05-15,FEDEX OFFICE TX,American Express - Amex Account - via Direct Web Access,AMEX,SHIPPING & HANDLING,No,No,-0.92,FEDEX OFFICE TX,MISCELLANEOUS
109,2023-05-15,APLPAY FEDEX OFFICE PLANO TX,American Express - Amex Account - via Direct Web Access,AMEX,SHIPPING & HANDLING,No,No,-9.33,APLPAY FEDEX OFFICE PLANO TX,MISCELLANEOUS
110,2023-05-14,TARGET,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-45.34,TARGET,SHOPPING/GROCERIES
111,2023-05-14,DUNKIN PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,COFFEE,No,No,-2.69,DUNKIN,FOOD AND DINING
112,2023-05-14,APLPAY STARBUCKS STOPLANO TX,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-0.59,STARBUCKS,FOOD AND DINING
113,2023-05-13,TELADOC HEALTH I DIRECT DEP PPD ID,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,3743.31,TELADOC HEALTH I DIRECT DEP PPD ID,INCOME
114,2023-05-13,SCHWAB BROKERAGE MONEYLINK WEB ID,Chase - via Direct Web API,CHASE CHECKING,TRANSFERS,No,No,-350.0,SCHWAB BROKERAGE MONEYLINK WEB ID,MISCELLANEOUS
115,2023-05-13,INDIAN VEGETARIAN,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-25.68,INDIAN VEGETARIAN,FOOD AND DINING
116,2023-05-13,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-10.8,AMAZON,SHOPPING/GROCERIES
117,2023-05-13,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-28.95,AMAZON,SHOPPING/GROCERIES
118,2023-05-13,KROGER FUEL CTR PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,GAS & FUEL,No,No,-31.61,KROGER FUEL CTR PLANO TX,BILLS AND UTILITIES
119,2023-05-13,PATEL BROTHERS PLANO TX,American Express - Amex Account - via Direct Web Access,AMEX,GROCERIES,No,No,-45.42,PATEL BROTHERS PLANO TX,SHOPPING/GROCERIES
120,2023-05-12,MCDONALDS,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-6.08,MCDONALDS,FOOD AND DINING
121,2023-05-12,DUNKIN,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-3.02,DUNKIN,FOOD AND DINING
122,2023-05-12,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-27.33,AMAZON,SHOPPING/GROCERIES
123,2023-05-11,CRUNCH FRISCO,Chase - via Direct Web API,CHASE FREEDOM,GYM,No,No,-154.0,CRUNCH FRISCO,HEALTH
124,2023-05-11,TXU BILL PAYMENT,Chase - via Direct Web API,CHASE FREEDOM,"ENERGY, GAS & ELECTRIC",No,No,-46.96,TXU BILL PAYMENT,BILLS AND UTILITIES
125,2023-05-11,ATM WITHDRAWAL WIND,Chase - via Direct Web API,CHASE CHECKING,CASH/ATM,No,No,-160.0,ATM WITHDRAWAL WIND,MISCELLANEOUS
126,2023-05-10,WALMART.COM,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-21.52,WALMART,SHOPPING/GROCERIES
127,2023-05-10,LYFT RIDE,Chase - via Direct Web API,CHASE FREEDOM,RIDESHARE,No,No,-19.96,LYFT RIDE,BILLS AND UTILITIES
128,2023-05-09,WALMART.COM,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-14.46,WALMART,SHOPPING/GROCERIES
129,2023-05-09,NTTA ONLINE TX,Discover Credit Card - via Direct Web Access,DISCOVER,RESTAURANTS/DINING,No,No,-20.0,NTTA ONLINE TX,FOOD AND DINING
130,2023-05-09,APLPAY STARBUCKS WA,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-10.0,STARBUCKS,FOOD AND DINING
131,2023-05-09,PALMS ASSOCIATES RENTAL WEB ID,Chase - via Direct Web API,CHASE CHECKING,RENT,No,No,-1531.55,PALMS ASSOCIATES RENTAL WEB ID,BILLS AND UTILITIES
132,2023-05-08,TEXAS IMPOUND SERVICES,Chase - via Direct Web API,CHASE FREEDOM,AUTO & TRANSPORT,No,No,-330.23,TEXAS IMPOUND SERVICES,BILLS AND UTILITIES
133,2023-05-08,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-24.83,AMAZON,SHOPPING/GROCERIES
134,2023-05-08,IKEA CLICK AND COLLENOTTINGHAM M,American Express - Amex Account - via Direct Web Access,AMEX,FURNITURE & HOME DECOR,No,No,-83.34,IKEA CLICK AND COLLENOTTINGHAM M,SHOPPING/GROCERIES
135,2023-05-08,NONCHASE ATM FEEINQ,Chase - via Direct Web API,CHASE CHECKING,BANK FEE,No,No,-3.0,NONCHASE ATM FEEINQ,MISCELLANEOUS
136,2023-05-07,ZELLE PAYMENT TO SA POWER LLC,Chase - via Direct Web API,CHASE CHECKING,PAYMENT,No,No,-1000.0,ZELLE PAYMENT TO SA POWER LLC,MISCELLANEOUS
137,2023-05-07,WALMART,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-87.4,WALMART,SHOPPING/GROCERIES
138,2023-05-07,WALMART.COM,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-16.23,WALMART,SHOPPING/GROCERIES
139,2023-05-07,UBER EATS CA,Discover Credit Card - via Direct Web Access,DISCOVER,FOOD,No,No,-2.18,UBER EATS CA,FOOD AND DINING
140,2023-05-07,UBER EATS CA,Discover Credit Card - via Direct Web Access,DISCOVER,FOOD,No,No,-21.85,UBER EATS CA,FOOD AND DINING
141,2023-05-07,ATT UVERSE PAYMENT TX,American Express - Amex Account - via Direct Web Access,AMEX,"PHONE, INTERNET & CABLE",No,No,-50.62,ATT UVERSE PAYMENT TX,BILLS AND UTILITIES
142,2023-05-06,CRUNCH FIT CLUB FEES PPD ID,Chase - via Direct Web API,CHASE CHECKING,GYM,No,No,-18.48,CRUNCH FIT CLUB FEES PPD ID,HEALTH
143,2023-05-06,ZELLE PAYMENT FROM SARAN PADMAKAR,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,1599.28,ZELLE PAYMENT FROM SARAN PADMAKAR,INCOME
144,2023-05-06,AMC STONEBRIAR,Chase - via Direct Web API,CHASE FREEDOM,ENTERTAINMENT,No,No,-14.7,AMC STONEBRIAR,ENTERTAINMENT
145,2023-05-06,SARAVANAA BHAVAN PLANO,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-18.38,SARAVANAA BHAVAN PLANO,FOOD AND DINING
146,2023-05-06,FANDANGO,Chase - via Direct Web API,CHASE FREEDOM,ENTERTAINMENT,No,No,-21.94,FANDANGO,ENTERTAINMENT
147,2023-05-06,MARKET PLACE DALLAS TX,Discover Credit Card - via Direct Web Access,DISCOVER,GROCERIES,No,No,-5.92,MARKET PLACE DALLAS TX,SHOPPING/GROCERIES
148,2023-05-05,THE HALAL GUYS PLANO,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-22.33,THE HALAL GUYS PLANO,FOOD AND DINING
149,2023-05-05,DUNKIN PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,COFFEE,No,No,-3.02,DUNKIN,FOOD AND DINING
150,2023-05-05,ROBINHOOD DEBITS WEB ID,Chase - via Direct Web API,CHASE CHECKING,INVESTMENT SAVINGS,No,No,-350.0,ROBINHOOD DEBITS WEB ID,MISCELLANEOUS
151,2023-05-04,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,Robinhood,ROBINHOOD,INVESTMENT TRANSFERS,No,No,350.0,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,MISCELLANEOUS
