,Transaction Date,Description,Institution,Account,Category,Is Hidden,Is Pending,Amount,Standardized Description,Master Category
520,2022-12-31,APLPAY ELEVEN BEAC,American Express - Amex Account - via Direct Web Access,AMEX,FAST FOOD & CONVENIENCE,No,No,-3.88,APLPAY ELEVEN BEAC,FOOD AND DINING
521,2022-12-30,ROYAL BAZAAR,Chase - via Direct Web API,CHASE FREEDOM,GROCERIES,No,No,-10.74,ROYAL BAZAAR,SHOPPING/GROCERIES
522,2022-12-30,INTEREST PAID,Charles Schwab US,CHARLES SCHWAB CHECKING,INTEREST INCOME,No,No,0.02,INTEREST PAID,INCOME
523,2022-12-30,ONLINE TRANSFER FROM CHK,Chase - via Direct Web API,CHASE SAVINGS,TRANSFERS,No,No,1000.0,ONLINE TRANSFER FROM CHK,MISCELLANEOUS
524,2022-12-30,ROBINHOOD DEBITS WEB ID,Chase - via Direct Web API,CHASE CHECKING,INVESTMENT SAVINGS,No,No,-350.0,ROBINHOOD DEBITS WEB ID,MISCELLANEOUS
525,2022-12-30,TELADOC HEALTH I DIRECT DEP PPD ID,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,3466.53,TELADOC HEALTH I DIRECT DEP PPD ID,INCOME
526,2022-12-30,ONLINE TRANSFER TO SAV,Chase - via Direct Web API,CHASE CHECKING,SAVINGS,No,No,-1000.0,ONLINE TRANSFER TO SAV,MISCELLANEOUS
527,2022-12-29,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,Robinhood,ROBINHOOD,INVESTMENT TRANSFERS,No,No,350.0,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,MISCELLANEOUS
528,2022-12-29,CRUMBL VIRGINIA BEACH,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-5.49,CRUMBL VIRGINIA BEACH,FOOD AND DINING
529,2022-12-29,JPMORGAN CHASE EXT TRNSFR,Goldman Sachs - Marcus - via Direct Web Access,GOLDMAN SACHS,TRANSFERS,No,No,4500.0,JPMORGAN CHASE EXT TRNSFR,MISCELLANEOUS
530,2022-12-29,ODP TRANSFER TO CHECKING,Chase - via Direct Web API,CHASE SAVINGS,TRANSFERS,No,No,-2058.13,ODP TRANSFER TO CHECKING,MISCELLANEOUS
531,2022-12-29,DISCOVER EPAYMENT WEB ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-2279.32,DISCOVER EPAYMENT WEB ID,MISCELLANEOUS
532,2022-12-29,ODP TRANSFER FROM SAVINGS,Chase - via Direct Web API,CHASE CHECKING,TRANSFERS,No,No,2058.13,ODP TRANSFER FROM SAVINGS,MISCELLANEOUS
533,2022-12-29,CHASE CREDIT CRD AUTOPAY PPD ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-1799.17,CHASE CREDIT CRD AUTOPAY PPD ID,MISCELLANEOUS
534,2022-12-28,DIRECTPAY FULL BALANCE,Discover Credit Card - via Direct Web Access,DISCOVER,INCOME,No,No,2279.32,DIRECTPAY FULL BALANCE,INCOME
535,2022-12-28,ONLINE TRANSFER TO SAVINGS,Chase - via Direct Web API,CHASE CHECKING,SAVINGS,No,No,-4500.0,ONLINE TRANSFER TO SAVINGS,MISCELLANEOUS
536,2022-12-28,AUTOMATIC PAYMENT THANK,Chase - via Direct Web API,CHASE FREEDOM,CREDIT CARD PAYMENT,No,No,1799.17,AUTOMATIC PAYMENT THANK,MISCELLANEOUS
537,2022-12-27,TG VIRGINIA BEACH,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-59.88,TG VIRGINIA BEACH,FOOD AND DINING
538,2022-12-27,FOOD LION,Chase - via Direct Web API,CHASE FREEDOM,GROCERIES,No,No,-27.2,FOOD LION,SHOPPING/GROCERIES
539,2022-12-27,AUTOPAY PAYMENT THANK YOU,American Express - Amex Account - via Direct Web Access,AMEX,CREDIT CARD PAYMENT,No,No,1349.29,AUTOPAY PAYMENT THANK YOU,MISCELLANEOUS
540,2022-12-27,AMERICAN EXPRESS PMT WEB ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-1349.29,AMERICAN EXPRESS PMT WEB ID,MISCELLANEOUS
541,2022-12-26,CHICKFILA,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-15.56,CHICKFILA,FOOD AND DINING
542,2022-12-26,IKEA NORFOLK,Chase - via Direct Web API,CHASE FREEDOM,FURNITURE & HOME DECOR,No,No,-30.67,IKEA NORFOLK,SHOPPING/GROCERIES
543,2022-12-26,SUDKICKRICHMOND VA,American Express - Amex Account - via Direct Web Access,AMEX,RESTAURANTS/DINING,No,No,-10.0,SUDKICKRICHMOND VA,FOOD AND DINING
544,2022-12-26,PANERA SUBD O,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-9.95,PANERA SUBD O,FOOD AND DINING
545,2022-12-25,ZELLE PAYMENT FROM SIVABALAN MANI,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,316.23,ZELLE PAYMENT FROM SIVABALAN MANI,INCOME
546,2022-12-25,ZELLE PAYMENT FROM ARAVIND KUNIAMUTHUR KALIAPPAN,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,231.56,ZELLE PAYMENT FROM ARAVIND KUNIAMUTHUR KALIAPPAN,INCOME
547,2022-12-25,ZELLE PAYMENT FROM JAYANTH JAYARAMAN,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,133.89,ZELLE PAYMENT FROM JAYANTH JAYARAMAN,INCOME
548,2022-12-25,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-3.29,STARBUCKS,FOOD AND DINING
549,2022-12-24,REDEMPTION CREDIT,Chase - via Direct Web API,CHASE FREEDOM,INCOME,No,No,23.84,REDEMPTION CREDIT,INCOME
550,2022-12-24,TARGET,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-24.34,TARGET,SHOPPING/GROCERIES
551,2022-12-24,YOUR CASH REWARDREFUND IS,American Express - Amex Account - via Direct Web Access,AMEX,SAVINGS,No,No,12.12,YOUR CASH REWARDREFUND IS,MISCELLANEOUS
552,2022-12-24,APLPAY WAWA FUELCONVIRGINIA BCH,American Express - Amex Account - via Direct Web Access,AMEX,GAS & FUEL,No,No,-33.59,APLPAY WAWA FUELCONVIRGINIA BCH,BILLS AND UTILITIES
553,2022-12-23,PANERA BREAD K,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-1.73,PANERA BREAD K,FOOD AND DINING
554,2022-12-23,ROYAL BAZAAR NORFOLK VA,American Express - Amex Account - via Direct Web Access,AMEX,GROCERIES,No,No,-42.93,ROYAL BAZAAR NORFOLK VA,SHOPPING/GROCERIES
555,2022-12-22,MN,Discover Credit Card - via Direct Web Access,DISCOVER,ELECTRONICS & SOFTWARE,No,No,-50.87,MN,SHOPPING/GROCERIES
556,2022-12-21,DEPARTMENT MOTOR VEHICLE VA,Discover Credit Card - via Direct Web Access,DISCOVER,AUTO & TRANSPORT,No,No,-59.75,DEPARTMENT MOTOR VEHICLE VA,BILLS AND UTILITIES
557,2022-12-18,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,33.51,AMAZON,SHOPPING/GROCERIES
558,2022-12-17,TARGET,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-87.64,TARGET,SHOPPING/GROCERIES
559,2022-12-17,TMOBILE AUTO PAY WA,Discover Credit Card - via Direct Web Access,DISCOVER,"PHONE, INTERNET & CABLE",No,No,-249.26,TMOBILE AUTO PAY WA,BILLS AND UTILITIES
560,2022-12-16,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE SAVINGS,SAVINGS,No,No,400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
561,2022-12-16,INTEREST PAYMENT,Chase - via Direct Web API,CHASE SAVINGS,INTEREST INCOME,No,No,0.01,INTEREST PAYMENT,INCOME
562,2022-12-16,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE CHECKING,SAVINGS,No,No,-400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
563,2022-12-16,ROBINHOOD DEBITS WEB ID,Chase - via Direct Web API,CHASE CHECKING,INVESTMENT SAVINGS,No,No,-350.0,ROBINHOOD DEBITS WEB ID,MISCELLANEOUS
564,2022-12-15,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,Robinhood,ROBINHOOD,INVESTMENT TRANSFERS,No,No,350.0,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,MISCELLANEOUS
565,2022-12-15,SCHWAB BROKERAGE MONEYLINK WEB ID,Chase - via Direct Web API,CHASE CHECKING,TRANSFERS,No,No,-350.0,SCHWAB BROKERAGE MONEYLINK WEB ID,MISCELLANEOUS
566,2022-12-15,TELADOC HEALTH I DIRECT DEP PPD ID,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,3466.53,TELADOC HEALTH I DIRECT DEP PPD ID,INCOME
567,2022-12-14,CRUMBL,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-5.49,CRUMBL,FOOD AND DINING
568,2022-12-13,ZELLE PAYMENT TO LEE WALKER,Chase - via Direct Web API,CHASE CHECKING,PAYMENT,No,No,-21.0,ZELLE PAYMENT TO LEE WALKER,MISCELLANEOUS
569,2022-12-13,TARGET VIRGINIA BEACVA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-14.46,TARGET,SHOPPING/GROCERIES
570,2022-12-11,SUBWAY,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-14.92,SUBWAY,FOOD AND DINING
571,2022-12-10,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-3.29,STARBUCKS,FOOD AND DINING
572,2022-12-09,YOUTUBE GURGAON,Charles Schwab US,CHARLES SCHWAB CHECKING,SUBSCRIPTIONS,No,No,-1.64,YOUTUBE GURGAON,SUBSCRIPTIONS
573,2022-12-08,TARGET,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-21.67,TARGET,SHOPPING/GROCERIES
574,2022-12-07,ZELLE PAYMENT FROM SARAN PADMAKAR,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,779.01,ZELLE PAYMENT FROM SARAN PADMAKAR,INCOME
575,2022-12-06,ZELLE PAYMENT FROM JAYANTH JAYARAMAN,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,83.0,ZELLE PAYMENT FROM JAYANTH JAYARAMAN,INCOME
576,2022-12-06,ZELLE PAYMENT TO LEE WALKER,Chase - via Direct Web API,CHASE CHECKING,PAYMENT,No,No,-26.0,ZELLE PAYMENT TO LEE WALKER,MISCELLANEOUS
577,2022-12-05,CHICKFILA,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-16.38,CHICKFILA,FOOD AND DINING
578,2022-12-05,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-33.51,AMAZON,SHOPPING/GROCERIES
579,2022-12-04,WAWA VIRGINIA BEACVA,Discover Credit Card - via Direct Web Access,DISCOVER,GAS & FUEL,No,No,-32.05,WAWA VIRGINIA BEACVA,BILLS AND UTILITIES
580,2022-12-03,US EFT PPD ID,Chase - via Direct Web API,CHASE CHECKING,GYM,No,No,-39.99,US EFT PPD ID,HEALTH
581,2022-12-03,PANERA BREAD P,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-6.34,PANERA BREAD P,FOOD AND DINING
582,2022-12-03,AUTOMATIC STATEMENT CREDIT,Discover Credit Card - via Direct Web Access,DISCOVER,INCOME,No,No,33.15,AUTOMATIC STATEMENT CREDIT,INCOME
583,2022-12-02,TROPICAL SMOOTHIE CAFE,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-7.24,TROPICAL SMOOTHIE CAFE,FOOD AND DINING
584,2022-12-02,ROYAL BAZAAR,Chase - via Direct Web API,CHASE FREEDOM,GROCERIES,No,No,-29.25,ROYAL BAZAAR,SHOPPING/GROCERIES
585,2022-12-02,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE SAVINGS,SAVINGS,No,No,400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
586,2022-12-02,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE CHECKING,SAVINGS,No,No,-400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
587,2022-12-02,ROBINHOOD DEBITS WEB ID,Chase - via Direct Web API,CHASE CHECKING,INVESTMENT SAVINGS,No,No,-350.0,ROBINHOOD DEBITS WEB ID,MISCELLANEOUS
588,2022-12-02,PALMS ASSOCIATES RENTAL PPD ID,Chase - via Direct Web API,CHASE CHECKING,RENT,No,No,-1558.01,PALMS ASSOCIATES RENTAL PPD ID,BILLS AND UTILITIES
589,2022-12-01,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,Robinhood,ROBINHOOD,INVESTMENT TRANSFERS,No,No,350.0,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,MISCELLANEOUS
590,2022-12-01,LEMONADE I LEMONADE I,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-6.17,LEMONADE I LEMONADE I,FOOD AND DINING
591,2022-12-01,SCHWAB BROKERAGE MONEYLINK WEB ID,Chase - via Direct Web API,CHASE CHECKING,TRANSFERS,No,No,-350.0,SCHWAB BROKERAGE MONEYLINK WEB ID,MISCELLANEOUS
592,2022-12-01,TELADOC HEALTH I DIRECT DEP PPD ID,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,3466.54,TELADOC HEALTH I DIRECT DEP PPD ID,INCOME
593,2022-11-30,TXDPS DRIVER RECORD TX,Discover Credit Card - via Direct Web Access,DISCOVER,AUTO & TRANSPORT,No,No,-7.5,TXDPS DRIVER RECORD TX,BILLS AND UTILITIES
594,2022-11-30,INTEREST PAID,Goldman Sachs - Marcus - via Direct Web Access,GOLDMAN SACHS,INTEREST INCOME,No,No,66.7,INTEREST PAID,INCOME
595,2022-11-30,INTEREST PAID,Charles Schwab US,CHARLES SCHWAB CHECKING,INTEREST INCOME,No,No,0.02,INTEREST PAID,INCOME
596,2022-11-29,AMAZON.COM AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-95.35,AMAZON,SHOPPING/GROCERIES
597,2022-11-29,DISCOVER EPAYMENT WEB ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-358.86,DISCOVER EPAYMENT WEB ID,MISCELLANEOUS
598,2022-11-29,CHASE CREDIT CRD AUTOPAY PPD ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-215.56,CHASE CREDIT CRD AUTOPAY PPD ID,MISCELLANEOUS
599,2022-11-28,CHICKFILA,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-2.33,CHICKFILA,FOOD AND DINING
600,2022-11-28,WM SUPERCENTER,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-4.08,WALMART,SHOPPING/GROCERIES
601,2022-11-28,WALMART,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-28.21,WALMART,SHOPPING/GROCERIES
602,2022-11-28,DIRECTPAY FULL BALANCE,Discover Credit Card - via Direct Web Access,DISCOVER,INCOME,No,No,358.86,DIRECTPAY FULL BALANCE,INCOME
603,2022-11-28,AMERICAN EXPRESS PMT WEB ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-724.91,AMERICAN EXPRESS PMT WEB ID,MISCELLANEOUS
604,2022-11-28,AUTOMATIC PAYMENT THANK,Chase - via Direct Web API,CHASE FREEDOM,CREDIT CARD PAYMENT,No,No,215.56,AUTOMATIC PAYMENT THANK,MISCELLANEOUS
605,2022-11-27,TAMARINDVA,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-22.48,TAMARINDVA,FOOD AND DINING
606,2022-11-27,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-3.61,STARBUCKS,FOOD AND DINING
607,2022-11-27,SUBWAY,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-2.55,SUBWAY,FOOD AND DINING
608,2022-11-27,MN,Discover Credit Card - via Direct Web Access,DISCOVER,ELECTRONICS & SOFTWARE,No,No,-19.07,MN,SHOPPING/GROCERIES
609,2022-11-27,STARBUCKS STORE CHARLOTTE NC,Discover Credit Card - via Direct Web Access,DISCOVER,COFFEE,No,No,-9.42,STARBUCKS,FOOD AND DINING
610,2022-11-27,MN,Discover Credit Card - via Direct Web Access,DISCOVER,ELECTRONICS & SOFTWARE,No,No,-1694.94,MN,SHOPPING/GROCERIES
611,2022-11-26,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-8.55,STARBUCKS,FOOD AND DINING
612,2022-11-26,PANERA SUBD O,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-9.95,PANERA SUBD O,FOOD AND DINING
613,2022-11-26,IHOP HICKORY NC,Discover Credit Card - via Direct Web Access,DISCOVER,RESTAURANTS/DINING,No,No,-20.09,IHOP HICKORY NC,FOOD AND DINING
614,2022-11-25,IHOP,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-16.37,IHOP,FOOD AND DINING
615,2022-11-25,LOVES,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-2.2,LOVES,FOOD AND DINING
616,2022-11-25,EXXONMOBIL,Chase - via Direct Web API,CHASE FREEDOM,GAS & FUEL,No,No,-48.2,EXXONMOBIL,BILLS AND UTILITIES
617,2022-11-25,LEVINE CENTER FOR THE,Chase - via Direct Web API,CHASE FREEDOM,CHARITY,No,No,-5.0,LEVINE CENTER FOR THE,MISCELLANEOUS
618,2022-11-25,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-155.21,AMAZON,SHOPPING/GROCERIES
619,2022-11-25,MN,Discover Credit Card - via Direct Web Access,DISCOVER,ELECTRONICS & SOFTWARE,No,No,-12.71,MN,SHOPPING/GROCERIES
620,2022-11-25,NONCHASE ATM WITHDRAW ASHL,Chase - via Direct Web API,CHASE CHECKING,CASH/ATM,No,No,-41.99,NONCHASE ATM WITHDRAW ASHL,MISCELLANEOUS
621,2022-11-25,NONCHASE ATM FEEWITH,Chase - via Direct Web API,CHASE CHECKING,BANK FEE,No,No,-3.0,NONCHASE ATM FEEWITH,MISCELLANEOUS
622,2022-11-24,ZELLE PAYMENT TO SANDEEP PRAKASH,Chase - via Direct Web API,CHASE CHECKING,PAYMENT,No,No,-364.0,ZELLE PAYMENT TO SANDEEP PRAKASH,MISCELLANEOUS
623,2022-11-24,ZELLE PAYMENT TO SANDEEP PRAKASH,Chase - via Direct Web API,CHASE CHECKING,PAYMENT,No,No,-22.0,ZELLE PAYMENT TO SANDEEP PRAKASH,MISCELLANEOUS
624,2022-11-24,7-ELEVEN 38165,Chase - via Direct Web API,CHASE FREEDOM,GAS & FUEL,No,No,-31.74,7-ELEVEN,BILLS AND UTILITIES
625,2022-11-22,ZELLE PAYMENT TO LEE WALKER,Chase - via Direct Web API,CHASE CHECKING,PAYMENT,No,No,-22.0,ZELLE PAYMENT TO LEE WALKER,MISCELLANEOUS
626,2022-11-22,KRISPY KREME,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-10.64,KRISPY KREME,FOOD AND DINING
627,2022-11-20,WM SUPERCENTER,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-30.36,WALMART,SHOPPING/GROCERIES
628,2022-11-17,TROPICAL SMOOTHIE CAFE,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-7.24,TROPICAL SMOOTHIE CAFE,FOOD AND DINING
629,2022-11-17,SPRINT WIRELESS KS,Discover Credit Card - via Direct Web Access,DISCOVER,"PHONE, INTERNET & CABLE",No,No,-249.26,SPRINT WIRELESS KS,BILLS AND UTILITIES
630,2022-11-17,INTEREST PAYMENT,Chase - via Direct Web API,CHASE SAVINGS,INTEREST INCOME,No,No,0.01,INTEREST PAYMENT,INCOME
631,2022-11-16,PANERA BREAD K,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-3.78,PANERA BREAD K,FOOD AND DINING
632,2022-11-16,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE SAVINGS,SAVINGS,No,No,400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
633,2022-11-16,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE CHECKING,SAVINGS,No,No,-400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
634,2022-11-15,CHICKFILA,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-13.35,CHICKFILA,FOOD AND DINING
635,2022-11-15,TELADOC HEALTH I DIRECT DEP PPD ID,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,3466.53,TELADOC HEALTH I DIRECT DEP PPD ID,INCOME
636,2022-11-15,ROBINHOOD DEBITS WEB ID,Chase - via Direct Web API,CHASE CHECKING,INVESTMENT SAVINGS,No,No,-100.0,ROBINHOOD DEBITS WEB ID,MISCELLANEOUS
637,2022-11-14,QATAR AIR,Chase - via Direct Web API,CHASE FREEDOM,AIR TRAVEL,No,No,-1448.54,QATAR AIR,ENTERTAINMENT
638,2022-11-13,NAWAB INDIAN CUISINE,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-39.03,NAWAB INDIAN CUISINE,FOOD AND DINING
639,2022-11-13,KROGER FUEL,Chase - via Direct Web API,CHASE FREEDOM,GAS & FUEL,No,No,-30.06,KROGER FUEL,BILLS AND UTILITIES
640,2022-11-13,REDEMPTION CREDIT,Chase - via Direct Web API,CHASE FREEDOM,INCOME,No,No,51.31,REDEMPTION CREDIT,INCOME
641,2022-11-11,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,Robinhood,ROBINHOOD,INVESTMENT TRANSFERS,No,No,100.0,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,MISCELLANEOUS
642,2022-11-11,ROYAL BAZAAR NORFOLK VA,Discover Credit Card - via Direct Web Access,DISCOVER,GROCERIES,No,No,-28.19,ROYAL BAZAAR NORFOLK VA,SHOPPING/GROCERIES
643,2022-11-09,TROPICAL SMOOTHIE CAFE,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-7.35,TROPICAL SMOOTHIE CAFE,FOOD AND DINING
644,2022-11-09,YOUTUBE GURGAON,Charles Schwab US,CHARLES SCHWAB CHECKING,SUBSCRIPTIONS,No,No,-1.65,YOUTUBE GURGAON,SUBSCRIPTIONS
645,2022-11-08,ZELLE PAYMENT TO LEE WALKER,Chase - via Direct Web API,CHASE CHECKING,PAYMENT,No,No,-23.0,ZELLE PAYMENT TO LEE WALKER,MISCELLANEOUS
646,2022-11-08,VIRGINIA BEACVA,Discover Credit Card - via Direct Web Access,DISCOVER,GAS & FUEL,No,No,-1.74,VIRGINIA BEACVA,BILLS AND UTILITIES
647,2022-11-08,JPMORGAN CHASE EXT TRNSFR FUTURE AMOUNT TRAN ACHSD,Goldman Sachs - Marcus - via Direct Web Access,GOLDMAN SACHS,TRANSFERS,No,No,400.0,JPMORGAN CHASE EXT TRNSFR FUTURE AMOUNT TRAN ACHSD,MISCELLANEOUS
648,2022-11-06,ONLINE TRANSFER FROM CHK,Chase - via Direct Web API,CHASE SAVINGS,TRANSFERS,No,No,200.0,ONLINE TRANSFER FROM CHK,MISCELLANEOUS
649,2022-11-06,ONLINE TRANSFER TO SAV,Chase - via Direct Web API,CHASE CHECKING,SAVINGS,No,No,-200.0,ONLINE TRANSFER TO SAV,MISCELLANEOUS
650,2022-11-05,SWAGHAT PLAZA RESTAURANT NORFOLK VA,Discover Credit Card - via Direct Web Access,DISCOVER,RESTAURANTS/DINING,No,No,-18.99,SWAGHAT PLAZA RESTAURANT NORFOLK VA,FOOD AND DINING
651,2022-11-04,TROPICAL SMOOTHIE CAFE,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-7.24,TROPICAL SMOOTHIE CAFE,FOOD AND DINING
652,2022-11-04,ONLINE TRANSFER TO SAVINGS,Chase - via Direct Web API,CHASE SAVINGS,SAVINGS,No,No,-400.0,ONLINE TRANSFER TO SAVINGS,MISCELLANEOUS
653,2022-11-04,ROBINHOOD DEBITS WEB ID,Chase - via Direct Web API,CHASE CHECKING,INVESTMENT SAVINGS,No,No,-600.0,ROBINHOOD DEBITS WEB ID,MISCELLANEOUS
654,2022-11-03,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,Robinhood,ROBINHOOD,INVESTMENT TRANSFERS,No,No,600.0,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,MISCELLANEOUS
655,2022-11-03,AUTOMATIC STATEMENT CREDIT,Discover Credit Card - via Direct Web Access,DISCOVER,INCOME,No,No,3.61,AUTOMATIC STATEMENT CREDIT,INCOME
656,2022-11-03,ZELLE PAYMENT FROM SARAN PADMAKAR,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,534.06,ZELLE PAYMENT FROM SARAN PADMAKAR,INCOME
657,2022-11-03,US EFT PPD ID,Chase - via Direct Web API,CHASE CHECKING,GYM,No,No,-39.99,US EFT PPD ID,HEALTH
658,2022-11-02,CHIPOTLE,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-9.31,CHIPOTLE,FOOD AND DINING
659,2022-11-02,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE SAVINGS,SAVINGS,No,No,400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
660,2022-11-02,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE CHECKING,SAVINGS,No,No,-400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
661,2022-11-02,PALMS ASSOCIATES RENTAL PPD ID,Chase - via Direct Web API,CHASE CHECKING,RENT,No,No,-1545.69,PALMS ASSOCIATES RENTAL PPD ID,BILLS AND UTILITIES
662,2022-11-01,ZELLE PAYMENT TO LEE WALKER,Chase - via Direct Web API,CHASE CHECKING,PAYMENT,No,No,-27.0,ZELLE PAYMENT TO LEE WALKER,MISCELLANEOUS
663,2022-11-01,LEMONADE I LEMONADE I,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-6.17,LEMONADE I LEMONADE I,FOOD AND DINING
664,2022-11-01,JPMORGAN CHASE EXT TRNSFR,Goldman Sachs - Marcus - via Direct Web Access,GOLDMAN SACHS,TRANSFERS,No,No,6000.0,JPMORGAN CHASE EXT TRNSFR,MISCELLANEOUS
665,2022-11-01,TELADOC HEALTH I DIRECT DEP PPD ID,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,3494.09,TELADOC HEALTH I DIRECT DEP PPD ID,INCOME
666,2022-11-01,SCHWAB BROKERAGE MONEYLINK WEB ID,Chase - via Direct Web API,CHASE CHECKING,TRANSFERS,No,No,-300.0,SCHWAB BROKERAGE MONEYLINK WEB ID,MISCELLANEOUS
