"Date","Description","Institution","Account","Category","Is Hidden","Is Pending","Amount"
"9/22/2023","ROBINHOOD DEBITS WEB ID","Chase - via Direct Web API","CHASE CHECKING","Investment Savings","No","No","($300)"
"9/22/2023","EBAY O","Chase - via Direct Web API","CHASE FREEDOM","Shopping","No","No","($8.83)"
"9/21/2023","CRUNCH FRISCO","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($4.87)"
"9/21/2023","DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN","Robinhood","ROBINHOOD","Investment Transfers","No","No","$300"
"9/21/2023","TXU BILL PAYMENT","Chase - via Direct Web API","CHASE FREEDOM","Energy, Gas & Electric","No","No","($129.98)"
"9/21/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/21/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"9/20/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/19/2023","ZELLE PAYMENT FROM JAYANTH JAYARAMAN","Chase - via Direct Web API","CHASE CHECKING","Online Payment","No","No","$421.07"
"9/19/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"9/19/2023","VIDIQ CA","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($10)"
"9/19/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($32.51)"
"9/19/2023","DUNKIN PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($2.69)"
"9/19/2023","INTEREST PAYMENT","Chase - via Direct Web API","CHASE SAVINGS","Interest Income","No","No","$0.02"
"9/18/2023","CHICKFILA TX","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($13.25)"
"9/18/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/17/2023","EBAY O","Chase - via Direct Web API","CHASE FREEDOM","Shopping","No","No","($11.34)"
"9/17/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/17/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"9/17/2023","DA CHOZEN ONES VENDIN PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($1.6)"
"9/17/2023","FRIENDS OF FRISCO LIFRISCO TX","American Express - Amex Account - via Direct Web Access","AMEX","Charity","No","No","($0.54)"
"9/16/2023","AUTOSAVE SAVINGS","Chase - via Direct Web API","CHASE SAVINGS","Savings","No","No","$400"
"9/16/2023","ZELLE PAYMENT FROM YUGESH RAVI","Chase - via Direct Web API","CHASE CHECKING","Online Payment","No","No","$541.62"
"9/16/2023","AUTOSAVE SAVINGS","Chase - via Direct Web API","CHASE CHECKING","Savings","No","No","($400)"
"9/16/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"9/16/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/15/2023","DUNKIN PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($2.69)"
"9/15/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"9/15/2023","TELADOC HEALTH I DIRECT DEP PPD ID","Chase - via Direct Web API","CHASE CHECKING","Income","No","No","$3743.32"
"9/15/2023","SCHWAB BROKERAGE MONEYLINK WEB ID","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","($350)"
"9/15/2023","TMOBILE PCS SVC WEB ID","Chase - via Direct Web API","CHASE CHECKING","Phone, Internet & Cable","No","No","($250.08)"
"9/14/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"9/14/2023","TARGET","Chase - via Direct Web API","CHASE FREEDOM","Shopping","No","No","($43.51)"
"9/14/2023","NTTA AUTOCHARGE TX","Discover Credit Card - via Direct Web Access","DISCOVER","Tolls","No","No","($20)"
"9/14/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($4.24)"
"9/13/2023","7-ELEVEN 34536","Chase - via Direct Web API","CHASE FREEDOM","Gas & Fuel","No","No","($44.89)"
"9/13/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"9/13/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/12/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/12/2023","FOREIGN FEE","Chase - via Direct Web API","CHASE FREEDOM","Bank Fee","No","No","($0.08)"
"9/11/2023","GOOGLE YOUTUBEPREMIUM","Chase - via Direct Web API","CHASE FREEDOM","Entertainment","No","No","($2.71)"
"9/11/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/11/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/11/2023","GOOGLE GOOGLE STORA GCOHELPPAY C","American Express - Amex Account - via Direct Web Access","AMEX","Electronics & Software","No","No","($0.52)"
"9/10/2023","NAYAX COPY SERVICES HUNT VALLEY MD","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($9.6)"
"9/10/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"9/10/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/10/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($32.46)"
"9/10/2023","AMAZON.COM AMZN.COM BILLWA","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($21.64)"
"9/9/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/8/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($1)"
"9/8/2023","CHICKFILA TX","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($5.51)"
"9/8/2023","DUNKIN PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($2.69)"
"9/8/2023","ROBINHOOD DEBITS WEB ID","Chase - via Direct Web API","CHASE CHECKING","Investment Savings","No","No","($300)"
"9/7/2023","DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN","Robinhood","ROBINHOOD","Investment Transfers","No","No","$300"
"9/7/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"9/7/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/7/2023","CRUNCH FIT CLUB FEES PPD ID","Chase - via Direct Web API","CHASE CHECKING","Gym","No","No","($18.48)"
"9/6/2023","PATEL BROTHERS","Chase - via Direct Web API","CHASE FREEDOM","Groceries","No","No","($10.08)"
"9/6/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($38.36)"
"9/6/2023","SPIRIT AIRLINES ONBOARD IRVING TX","Discover Credit Card - via Direct Web Access","DISCOVER","Air Travel","No","No","($8)"
"9/6/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($0.54)"
"9/6/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/6/2023","ATT UVERSE PAYMENT TX","American Express - Amex Account - via Direct Web Access","AMEX","Phone, Internet & Cable","No","No","($55.58)"
"9/5/2023","GIFTS FROM FLORIDA REGI ORLANDO FL","Discover Credit Card - via Direct Web Access","DISCOVER","Gifts","No","No","($34.07)"
"9/5/2023","TOWNEPLACE FL","American Express - Amex Account - via Direct Web Access","AMEX","Hotel","No","No","($15.98)"
"9/5/2023","BELL WEB PMTS LWSXQD WEB ID","Chase - via Direct Web API","CHASE CHECKING","Restaurants/Dining","No","No","($1403.97)"
"9/4/2023","AUTOMATIC STATEMENT CREDIT","Discover Credit Card - via Direct Web Access","DISCOVER","Income","No","No","$22.82"
"9/3/2023","ATM WITHDRAWAL S D","Chase - via Direct Web API","CHASE CHECKING","Cash/ATM","No","No","($100)"
"9/3/2023","READWISE","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($47.94)"
"9/3/2023","CIRCLE K BIG COPPITT KFL","Discover Credit Card - via Direct Web Access","DISCOVER","Gas & Fuel","No","No","($10.56)"
"9/3/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/2/2023","BOAT TESTS","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($9.99)"
"9/1/2023","SURF STYLE","Chase - via Direct Web API","CHASE FREEDOM","Clothing","No","No","($29.96)"
"9/1/2023","GOOGLE","Chase - via Direct Web API","CHASE FREEDOM","Electronics & Software","No","No","($38.85)"
"9/1/2023","ONE SWITCH RENT A CAMIAMI FL","American Express - Amex Account - via Direct Web Access","AMEX","Rental Car","No","No","($333.22)"
"9/1/2023","PEETS COFFEE TEADFW AIRPORT TX","American Express - Amex Account - via Direct Web Access","AMEX","Coffee","No","No","($8.5)"
"9/1/2023","SPIRIT AIRLINES DIRECT SALES","American Express - Amex Account - via Direct Web Access","AMEX","Air Travel","No","No","($62)"
"9/1/2023","AUTOSAVE SAVINGS","Chase - via Direct Web API","CHASE SAVINGS","Savings","No","No","$400"
"9/1/2023","AUTOSAVE SAVINGS","Chase - via Direct Web API","CHASE CHECKING","Savings","No","No","($400)"
"9/1/2023","SCHWAB BROKERAGE MONEYLINK WEB ID","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","($350)"
"8/31/2023","CHIPOTLE","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($9.15)"
"8/31/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"8/31/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/31/2023","INTEREST PAID","Goldman Sachs - Marcus - via Direct Web Access","GOLDMAN SACHS","Interest Income","No","No","$69.44"
"8/31/2023","INTEREST PAID","Charles Schwab US","CHARLES SCHWAB CHECKING","Interest Income","No","No","$0.02"
"8/31/2023","MINI MARKET PLANO TX","American Express - Amex Account - via Direct Web Access","AMEX","Groceries","No","No","($4.86)"
"8/31/2023","TELADOC HEALTH I DIRECT DEP PPD ID","Chase - via Direct Web API","CHASE CHECKING","Income","No","No","$3743.3"
"8/30/2023","CHICKFILA TX","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($13.25)"
"8/30/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/30/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/29/2023","DUNKIN PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($2.69)"
"8/29/2023","ODP TRANSFER TO CHECKING","Chase - via Direct Web API","CHASE SAVINGS","Transfers","No","No","($662.46)"
"8/29/2023","ODP TRANSFER FROM SAVINGS","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","$662.46"
"8/29/2023","CHASE CREDIT CRD AUTOPAY PPD ID","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($628.67)"
"8/29/2023","DISCOVER EPAYMENT WEB ID","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($425.8)"
"8/28/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($1)"
"8/28/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/28/2023","DIRECTPAY FULL BALANCE","Discover Credit Card - via Direct Web Access","DISCOVER","Income","No","No","$425.8"
"8/28/2023","AMERICAN EXPRESS PMT WEB ID","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($210.95)"
"8/28/2023","AUTOMATIC PAYMENT THANK","Chase - via Direct Web API","CHASE FREEDOM","Credit Card Payment","No","No","$628.67"
"8/27/2023","WM SUPERCENTER","Chase - via Direct Web API","CHASE FREEDOM","Shopping","No","No","($123.08)"
"8/27/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/27/2023","STARBUCKS STORE TX","American Express - Amex Account - via Direct Web Access","AMEX","Coffee","No","No","($2.87)"
"8/27/2023","AUTOPAY PAYMENT THANK YOU","American Express - Amex Account - via Direct Web Access","AMEX","Credit Card Payment","No","No","$210.95"
"8/26/2023","ZELLE PAYMENT FROM SARAN PADMAKAR","Chase - via Direct Web API","CHASE CHECKING","Online Payment","No","No","$290.42"
"8/26/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/26/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($4.98)"
"8/26/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($18.45)"
"8/26/2023","CHICKFILA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($13.25)"
"8/26/2023","GREAT CLIPS AT LEGA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Hair & Nails","No","No","($21)"
"8/26/2023","CINEMARK THEATRES TX","American Express - Amex Account - via Direct Web Access","AMEX","Entertainment","No","No","($14.34)"
"8/25/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"8/25/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/25/2023","ROBINHOOD DEBITS WEB ID","Chase - via Direct Web API","CHASE CHECKING","Investment Savings","No","No","($300)"
"8/24/2023","PATEL BROTHERS","Chase - via Direct Web API","CHASE FREEDOM","Groceries","No","No","($31.94)"
"8/24/2023","DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN","Robinhood","ROBINHOOD","Investment Transfers","No","No","$300"
"8/24/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/24/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/24/2023","PATEL BROTHERS TX","American Express - Amex Account - via Direct Web Access","AMEX","Groceries","No","No","($4.23)"
"8/23/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"8/23/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($37.33)"
"8/22/2023","REMITLY WWW.REMITLY.C WA","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","($2348.27)"
"8/22/2023","REMITLY WWW.REMITLY.C WA","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","($103.99)"
"8/22/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/22/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/21/2023","TXU BILL PAYMENT","Chase - via Direct Web API","CHASE FREEDOM","Energy, Gas & Electric","No","No","($120.96)"
"8/21/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($15.14)"
"8/21/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/21/2023","GOOGLE VOICE G.CO HELPPAY CA","Discover Credit Card - via Direct Web Access","DISCOVER","Electronics & Software","No","No","($10)"
"8/20/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"8/20/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/20/2023","CIRCLE K PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Gas & Fuel","No","No","($40.91)"
"8/19/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($1)"
"8/19/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/19/2023","VIDIQ PRO CA","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($1)"
"8/18/2023","DUNKIN PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($3.02)"
"8/17/2023","WALMART.COM","Chase - via Direct Web API","CHASE FREEDOM","Shopping","No","No","($15)"
"8/17/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/17/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/16/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($21.51)"
"8/16/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/16/2023","AUTOSAVE SAVINGS","Chase - via Direct Web API","CHASE SAVINGS","Savings","No","No","$400"
"8/16/2023","INTEREST PAYMENT","Chase - via Direct Web API","CHASE SAVINGS","Interest Income","No","No","$0.02"
"8/16/2023","AUTOSAVE SAVINGS","Chase - via Direct Web API","CHASE CHECKING","Savings","No","No","($400)"
"8/15/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/15/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/15/2023","TELADOC HEALTH I DIRECT DEP PPD ID","Chase - via Direct Web API","CHASE CHECKING","Income","No","No","$3743.31"
"8/15/2023","SCHWAB BROKERAGE MONEYLINK WEB ID","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","($350)"
"8/15/2023","TMOBILE PCS SVC WEB ID","Chase - via Direct Web API","CHASE CHECKING","Phone, Internet & Cable","No","No","($250.91)"
"8/14/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($2)"
"8/14/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/14/2023","PRICELNVACATION CT","American Express - Amex Account - via Direct Web Access","AMEX","Travel & Vacation","No","No","($504.28)"
"8/14/2023","SPIRIT AIRLINES DIRECT SALES","American Express - Amex Account - via Direct Web Access","AMEX","Air Travel","No","No","($627.56)"
"8/14/2023","SPIRIT AIRLINES DIRECT SALES","American Express - Amex Account - via Direct Web Access","AMEX","Air Travel","No","No","($507.56)"
"8/13/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/13/2023","PATEL BROTHERS OF PLANO PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Groceries","No","No","($4.78)"
"8/13/2023","FOREIGN FEE","Chase - via Direct Web API","CHASE FREEDOM","Bank Fee","No","No","($0.08)"
"8/12/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($41.62)"
"8/12/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/12/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/12/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/11/2023","SL.NORD VPNCOM","Chase - via Direct Web API","CHASE FREEDOM","Income","No","No","$14.03"
"8/11/2023","SL.NORD VPNCOM","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($14.03)"
"8/11/2023","GOOGLE YOUTUBEPREMIUM","Chase - via Direct Web API","CHASE FREEDOM","Entertainment","No","No","($2.71)"
"8/11/2023","TEMU.COM","Chase - via Direct Web API","CHASE FREEDOM","Shopping","No","No","($7.12)"
"8/11/2023","SPICY VILLAGE CARROLLTON TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($16.22)"
"8/11/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/11/2023","ROBINHOOD DEBITS WEB ID","Chase - via Direct Web API","CHASE CHECKING","Investment Savings","No","No","($300)"
"8/11/2023","CNK CINEMARK.COM","Chase - via Direct Web API","CHASE FREEDOM","Entertainment","No","No","($15.53)"
"8/10/2023","DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN","Robinhood","ROBINHOOD","Investment Transfers","No","No","$300"
"8/10/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/10/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/9/2023","EXXON","Chase - via Direct Web API","CHASE FREEDOM","Gas & Fuel","No","No","($45.39)"
"8/9/2023","TEMU.COM","Chase - via Direct Web API","CHASE FREEDOM","Shopping","No","No","($12.3)"
"8/9/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($24.68)"
"8/9/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/9/2023","USPS PO PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shipping & Handling","No","No","($9.48)"
"8/9/2023","REMITLY WWW.REMITLY.C WA","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","($2967.01)"
"8/9/2023","REMITLY WWW.REMITLY.C WA","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","($103.99)"
"8/8/2023","NAYAX COPY SERVICES","Chase - via Direct Web API","CHASE FREEDOM","Medical","No","No","($3)"
"8/8/2023","NAYAX COPY SERVICES","Chase - via Direct Web API","CHASE FREEDOM","Medical","No","No","($0.45)"
"8/8/2023","NAYAX COPY SERVICES HUNT VALLEY MD","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($3)"
"8/8/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/8/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/8/2023","AUTOSAVE SAVINGS","Chase - via Direct Web API","CHASE SAVINGS","Savings","No","No","$400"
"8/8/2023","AUTOSAVE SAVINGS","Chase - via Direct Web API","CHASE CHECKING","Savings","No","No","($400)"
"8/7/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/7/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/6/2023","MADURAI THATTU KADAI PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($19.47)"
"8/6/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/6/2023","TST VELVET TACO GRAND THE COLONY TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($10.72)"
"8/6/2023","ATT UVERSE PAYMENT TX","American Express - Amex Account - via Direct Web Access","AMEX","Phone, Internet & Cable","No","No","($55.58)"
"8/5/2023","REMITLY INC REMITTANCE PPD ID","Chase - via Direct Web API","CHASE CHECKING","Income","No","No","$3060.35"
"8/5/2023","CRUNCH FIT CLUB FEES PPD ID","Chase - via Direct Web API","CHASE CHECKING","Gym","No","No","($18.48)"
"8/5/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/5/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($32.69)"
"8/5/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/5/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/4/2023","REMITLY WWW.REMITLY.C WA","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","($2970.42)"
"8/4/2023","REMITLY WWW.REMITLY.C WA","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","($103.99)"
"8/4/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"8/4/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/4/2023","THE HALAL GUYS PLANO FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($10.81)"
"8/4/2023","ONLINE TRANSFER TO CHK","Chase - via Direct Web API","CHASE SAVINGS","Transfers","No","No","($3500)"
"8/4/2023","ONLINE TRANSFER FROM SAV","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","$3500"
"8/3/2023","PATEL BROTHERS FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Groceries","No","No","($24.4)"
"8/3/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/3/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/3/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"8/3/2023","AUTOMATIC STATEMENT CREDIT","Discover Credit Card - via Direct Web Access","DISCOVER","Income","No","No","$4.79"
"8/2/2023","JPMORGAN CHASE EXT TRNSFR","Goldman Sachs - Marcus - via Direct Web Access","GOLDMAN SACHS","Transfers","No","No","($4000)"
