"Date","Description","Institution","Account","Category","Is Hidden","Is Pending","Amount"
"12/4/2023","SARAVANAA BHAVAN PLANO","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($32.47)"
"12/4/2023","UBER TRIP CA","Discover Credit Card - via Direct Web Access","DISCOVER","Rideshare","No","No","($44.82)"
"12/4/2023","WALMART STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($311.46)"
"12/4/2023","AS C","Discover Credit Card - via Direct Web Access","DISCOVER","Income","No","No","$16.35"
"12/4/2023","BELL WEB PMTS WEB ID","Chase - via Direct Web API","CHASE CHECKING","Rent","No","No","($1406.11)"
"12/1/2023","APPLECARD GSBANK PAYMENT WEB ID","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($908.74)"
"12/1/2023","SCHWAB BROKERAGE MONEYLINK WEB ID","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","($350)"
"12/1/2023","ROBINHOOD DEBITS WEB ID","Chase - via Direct Web API","CHASE CHECKING","Investment Savings","No","No","($300)"
"11/30/2023","DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN","Robinhood","ROBINHOOD","Investment Transfers","No","No","$300"
"11/30/2023","INTEREST PAID","Goldman Sachs - Marcus - via Direct Web Access","GOLDMAN SACHS","Interest Income","No","No","$69.25"
"11/30/2023","INTEREST PAID","Charles Schwab US","CHARLES SCHWAB CHECKING","Interest Income","No","No","$0.02"
"11/30/2023","TELADOC HEALTH I DIRECT DEP RANI PRADEEP K SANDE","Wells Fargo Online Banking","WELLS FARGO CHECKING","Income","No","No","$1100"
"11/30/2023","TELADOC HEALTH I DIRECT DEP PPD ID","Chase - via Direct Web API","CHASE CHECKING","Income","No","No","$2643.32"
"11/29/2023","CHASE CREDIT CRD AUTOPAY PPD ID","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($749.43)"
"11/29/2023","DISCOVER EPAYMENT WEB ID","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($416.05)"
"11/28/2023","DIRECTPAY FULL BALANCE","Discover Credit Card - via Direct Web Access","DISCOVER","Income","No","No","$416.05"
"11/28/2023","KABILAN BASKARAN IAT PAYPAL WEB ID","Chase - via Direct Web API","CHASE CHECKING","Online Payment","No","No","($27)"
"11/28/2023","AUTOMATIC PAYMENT THANK","Chase - via Direct Web API","CHASE FREEDOM","Credit Card Payment","No","No","$749.43"
"11/27/2023","AUTOPAY PAYMENT THANK YOU","American Express - Amex Account - via Direct Web Access","AMEX","Credit Card Payment","No","No","$823.33"
"11/27/2023","AMERICAN EXPRESS PMT WEB ID","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($823.33)"
"11/27/2023","REMITLY WWW.REMITLY.C WA","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","($2500)"
"11/23/2023","TXU BILL PAYMENT","Chase - via Direct Web API","CHASE FREEDOM","Energy, Gas & Electric","No","No","($87.74)"
"11/20/2023","KABILAN BASKARAN IAT PAYPAL WEB ID","Chase - via Direct Web API","CHASE CHECKING","Online Payment","No","No","($30)"
"11/19/2023","VIDIQ CA","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($10)"
"11/17/2023","ROBINHOOD DEBITS WEB ID","Chase - via Direct Web API","CHASE CHECKING","Investment Savings","No","No","($300)"
"11/16/2023","DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN","Robinhood","ROBINHOOD","Investment Transfers","No","No","$300"
"11/16/2023","INTEREST PAYMENT","Chase - via Direct Web API","CHASE SAVINGS","Interest Income","No","No","$0.02"
"11/15/2023","TELADOC HEALTH I DIRECT DEP RANI PRADEEP K SANDE","Wells Fargo Online Banking","WELLS FARGO CHECKING","Income","No","No","$1100"
"11/15/2023","SCHWAB BROKERAGE MONEYLINK WEB ID","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","($350)"
"11/15/2023","TELADOC HEALTH I DIRECT DEP PPD ID","Chase - via Direct Web API","CHASE CHECKING","Income","No","No","$2643.31"
"11/15/2023","TMOBILE PCS SVC WEB ID","Chase - via Direct Web API","CHASE CHECKING","Phone, Internet & Cable","No","No","($258.26)"
"11/12/2023","FOREIGN FEE","Chase - via Direct Web API","CHASE FREEDOM","Bank Fee","No","No","($0.08)"
"11/11/2023","LYFT RIDE","Chase - via Direct Web API","CHASE FREEDOM","Rideshare","No","No","($100.98)"
"11/11/2023","GOOGLE YOUTUBEPREMIUM","Chase - via Direct Web API","CHASE FREEDOM","Entertainment","No","No","($2.74)"
"11/10/2023","GOOGLE GOOGLE STORA GCOHELPPAY C","American Express - Amex Account - via Direct Web Access","AMEX","Electronics & Software","No","No","($0.52)"
"11/10/2023","APLPAY INFLIGHT INTECOINTRIN CH","American Express - Amex Account - via Direct Web Access","AMEX","Air Travel","No","No","($10)"
"11/8/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($1)"
"11/8/2023","INDIAN VEGETARIAN","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($27.83)"
"11/8/2023","ESPN PLUS","Chase - via Direct Web API","CHASE FREEDOM","Subscriptions","No","No","($11.87)"
"11/7/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($4.24)"
"11/7/2023","DUNKIN","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($4.18)"
"11/7/2023","CRUNCH FIT CLUB FEES PPD ID","Chase - via Direct Web API","CHASE CHECKING","Gym","No","No","($18.48)"
"11/6/2023","ATT UVERSE PAYMENT TX","American Express - Amex Account - via Direct Web Access","AMEX","Phone, Internet & Cable","No","No","($55.58)"
"11/6/2023","ZELLE PAYMENT FROM JAYANTH JAYARAMAN","Chase - via Direct Web API","CHASE CHECKING","Online Payment","No","No","$128.67"
"11/5/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($1)"
"11/5/2023","MN","Discover Credit Card - via Direct Web Access","DISCOVER","Electronics & Software","No","No","($1622.67)"
"11/4/2023","DOMINOS","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($27.57)"
"11/4/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"11/3/2023","AUTOMATIC STATEMENT CREDIT","Discover Credit Card - via Direct Web Access","DISCOVER","Income","No","No","$15.83"
"11/3/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"11/3/2023","APLPAY STARBUCKS WA","American Express - Amex Account - via Direct Web Access","AMEX","Coffee","No","No","($10)"
"11/3/2023","ROBINHOOD DEBITS WEB ID","Chase - via Direct Web API","CHASE CHECKING","Investment Savings","No","No","($300)"
"11/2/2023","DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN","Robinhood","ROBINHOOD","Investment Transfers","No","No","$300"
"11/2/2023","BELL WEB PMTS WEB ID","Chase - via Direct Web API","CHASE CHECKING","Rent","No","No","($1404.94)"
"11/1/2023","CHICKFILA","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($15.69)"
"11/1/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($33.22)"
"11/1/2023","SCHWAB BROKERAGE MONEYLINK WEB ID","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","($350)"
"11/1/2023","VA DEPT TAXATION VATXREBATE PPD ID","Chase - via Direct Web API","CHASE CHECKING","Income","No","No","$200"
"10/31/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($1)"
"10/31/2023","INTEREST PAID","Goldman Sachs - Marcus - via Direct Web Access","GOLDMAN SACHS","Interest Income","No","No","$71.3"
"10/31/2023","INTEREST PAID","Charles Schwab US","CHARLES SCHWAB CHECKING","Interest Income","No","No","$0.02"
"10/31/2023","TELADOC HEALTH I DIRECT DEP RANI PRADEEP K SANDE","Wells Fargo Online Banking","WELLS FARGO CHECKING","Income","No","No","$1100"
"10/31/2023","TELADOC HEALTH I DIRECT DEP PPD ID","Chase - via Direct Web API","CHASE CHECKING","Income","No","No","$2643.3"
"10/31/2023","WELLS FARGO IFI ACCTVERIFY WEB ID INTFIDTVOS","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($0.65)"
"10/31/2023","WELLS FARGO IFI ACCTVERIFY PPD ID INTFIDTVOS","Chase - via Direct Web API","CHASE CHECKING","Income","No","No","$0.38"
"10/31/2023","WELLS FARGO IFI ACCTVERIFY PPD ID INTFIDTVOS","Chase - via Direct Web API","CHASE CHECKING","Income","No","No","$0.27"
"10/30/2023","DUNKIN","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.69)"
"10/30/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"10/30/2023","AMAZON.COM AMZN.COM BILLWA","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($8.66)"
"10/30/2023","BURLINGTON STORES TX","American Express - Amex Account - via Direct Web Access","AMEX","Clothing","No","No","($36.76)"
"10/30/2023","CHASE CREDIT CRD AUTOPAY PPD ID","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($461.22)"
"10/30/2023","DISCOVER EPAYMENT WEB ID","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($382.45)"
"10/29/2023","EXXON","Chase - via Direct Web API","CHASE FREEDOM","Gas & Fuel","No","No","($35.26)"
"10/29/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($1)"
"10/29/2023","HELP.SKILLSHARE.COM","Chase - via Direct Web API","CHASE FREEDOM","Transfers","No","No","($165)"
"10/29/2023","WALMART STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($36.77)"
"10/29/2023","APLPAY STARBUCKS WA","American Express - Amex Account - via Direct Web Access","AMEX","Coffee","No","No","($10)"
"10/28/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"10/28/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($2.61)"
"10/28/2023","BRAUMS STORE","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($3.45)"
"10/28/2023","DIRECTPAY FULL BALANCE","Discover Credit Card - via Direct Web Access","DISCOVER","Income","No","No","$382.45"
"10/28/2023","NTTA AUTOCHARGE TX","Discover Credit Card - via Direct Web Access","DISCOVER","Tolls","No","No","($20)"
"10/27/2023","AUTOPAY PAYMENT THANK YOU","American Express - Amex Account - via Direct Web Access","AMEX","Credit Card Payment","No","No","$470.64"
"10/27/2023","AMERICAN EXPRESS PMT WEB ID","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($470.64)"
"10/27/2023","AUTOMATIC PAYMENT THANK","Chase - via Direct Web API","CHASE FREEDOM","Credit Card Payment","No","No","$461.22"
"10/26/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"10/26/2023","CHIPOTLE","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($13.04)"
"10/26/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($49.35)"
"10/26/2023","ZELLE PAYMENT FROM SIVABALAN MANI","Chase - via Direct Web API","CHASE CHECKING","Online Payment","No","No","$90.02"
"10/25/2023","FIVERR","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($10.71)"
"10/25/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"10/25/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"10/25/2023","ZELLE PAYMENT FROM ARAVIND KUNIAMUTHUR KALIAPPAN","Chase - via Direct Web API","CHASE CHECKING","Online Payment","No","No","$212.62"
"10/25/2023","ZELLE PAYMENT FROM SARAN PADMAKAR","Chase - via Direct Web API","CHASE CHECKING","Online Payment","No","No","$132.48"
"10/24/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"10/24/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"10/23/2023","TXU BILL PAYMENT","Chase - via Direct Web API","CHASE FREEDOM","Energy, Gas & Electric","No","No","($107.26)"
"10/23/2023","DUNKIN","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.69)"
"10/23/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($16.29)"
"10/21/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($1)"
"10/21/2023","CNK CINEMARK.COM","Chase - via Direct Web API","CHASE FREEDOM","Entertainment","No","No","($49.46)"
"10/21/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($21.56)"
"10/21/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"10/20/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"10/20/2023","ROBINHOOD DEBITS WEB ID","Chase - via Direct Web API","CHASE CHECKING","Investment Savings","No","No","($300)"
"10/19/2023","CHICKFILA","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($13.51)"
"10/19/2023","DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN","Robinhood","ROBINHOOD","Investment Transfers","No","No","$300"
"10/19/2023","DUNKIN","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.69)"
"10/19/2023","VIDIQ CA","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($10)"
"10/18/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"10/18/2023","TARGET LEWISVILLE TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($2.79)"
"10/18/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"10/18/2023","INTEREST PAYMENT","Chase - via Direct Web API","CHASE SAVINGS","Interest Income","No","No","$0.02"
"10/17/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($6.55)"
"10/17/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($1)"
"10/17/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($25.87)"
"10/17/2023","AMAZON.COM AMZN.COM BILLWA","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($15.14)"
"10/16/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"10/16/2023","TMOBILE PCS SVC WEB ID","Chase - via Direct Web API","CHASE CHECKING","Phone, Internet & Cable","No","No","($251.19)"
"10/15/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"10/15/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($2)"
"10/15/2023","AMZN MKTP US AMZN.COM BILLWA","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($34.62)"
"10/15/2023","ADIDAS ALLEN","Chase - via Direct Web API","CHASE FREEDOM","Clothing","No","No","($77.9)"
"10/14/2023","SCHWAB BROKERAGE MONEYLINK WEB ID","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","($350)"
"10/14/2023","7-ELEVEN 34536","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($5.4)"
"10/14/2023","INDIAN VEGETARIAN","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($34.49)"
"10/14/2023","TOTAL WINE AND MORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Alcohol & Bars","No","No","($49.77)"
"10/13/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"10/13/2023","7-ELEVEN 37930","Chase - via Direct Web API","CHASE FREEDOM","Gas & Fuel","No","No","($40)"
"10/13/2023","DOMINOS","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($22.48)"
"10/13/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($1)"
"10/13/2023","FIVERR","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($8.43)"
"10/13/2023","TELADOC HEALTH I DIRECT DEP RANI PRADEEP K SANDE","Wells Fargo Online Banking","WELLS FARGO CHECKING","Income","No","No","$1100"
"10/13/2023","TELADOC HEALTH I DIRECT DEP PPD ID","Chase - via Direct Web API","CHASE CHECKING","Income","No","No","$2643.31"
"10/12/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($19.52)"
"10/12/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"10/12/2023","APLPAY DUNKIN TX","American Express - Amex Account - via Direct Web Access","AMEX","Fast Food & Convenience","No","No","($2.69)"
"10/12/2023","FOREIGN FEE","Chase - via Direct Web API","CHASE FREEDOM","Bank Fee","No","No","($0.08)"
"10/11/2023","GOOGLE YOUTUBEPREMIUM","Chase - via Direct Web API","CHASE FREEDOM","Entertainment","No","No","($2.72)"
"10/11/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"10/10/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"10/10/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"10/10/2023","GOOGLE GOOGLE STORA GCOHELPPAY C","American Express - Amex Account - via Direct Web Access","AMEX","Electronics & Software","No","No","($0.52)"
"10/10/2023","WELLS FARGO IFI ACCTVERIFY WEB ID INTFIDTVOS","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($0.5)"
"10/10/2023","WELLS FARGO IFI ACCTVERIFY PPD ID INTFIDTVOS","Chase - via Direct Web API","CHASE CHECKING","Income","No","No","$0.34"
"10/10/2023","WELLS FARGO IFI ACCTVERIFY PPD ID INTFIDTVOS","Chase - via Direct Web API","CHASE CHECKING","Income","No","No","$0.16"
"10/9/2023","DUNKIN","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.69)"
"10/9/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"10/8/2023","PANERA BREAD K","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($2.8)"
"10/8/2023","TARGET","Chase - via Direct Web API","CHASE FREEDOM","Shopping","No","No","$12.98"
"10/8/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($16.14)"
"10/8/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($27.9)"
"10/8/2023","ATT UVERSE PAYMENT TX","American Express - Amex Account - via Direct Web Access","AMEX","Phone, Internet & Cable","No","No","($55.58)"
"10/8/2023","ESPN PLUS","Chase - via Direct Web API","CHASE FREEDOM","Subscriptions","No","No","($10.79)"
"10/7/2023","CRUNCH FIT CLUB FEES PPD ID","Chase - via Direct Web API","CHASE CHECKING","Gym","No","No","($18.48)"
"10/7/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"10/7/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($1)"
"10/7/2023","CHIPOTLE","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($9.15)"
"10/6/2023","CHICKFILA","Chase - via Direct Web API","CHASE FREEDOM","Fast Food & Convenience","No","No","($11.63)"
"10/6/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"10/6/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($1)"
"10/6/2023","WALMARTCOM WALMARTCOM AR","American Express - Amex Account - via Direct Web Access","AMEX","Shopping","No","No","($779.35)"
"10/6/2023","ROBINHOOD DEBITS WEB ID","Chase - via Direct Web API","CHASE CHECKING","Investment Savings","No","No","($300)"
"10/5/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"10/5/2023","DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN","Robinhood","ROBINHOOD","Investment Transfers","No","No","$300"
"10/5/2023","YOUR CASH REWARDREFUND IS","American Express - Amex Account - via Direct Web Access","AMEX","Savings","No","No","$61.57"
"10/4/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"10/4/2023","DUNKIN","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.69)"
"10/3/2023","HELLO INDIA","Chase - via Direct Web API","CHASE FREEDOM","Restaurants/Dining","No","No","($1)"
"10/3/2023","TEMU.COM","Chase - via Direct Web API","CHASE FREEDOM","Shopping","No","No","($26.99)"
"10/3/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"10/3/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"10/3/2023","AUTOMATIC STATEMENT CREDIT","Discover Credit Card - via Direct Web Access","DISCOVER","Income","No","No","$17.86"
"10/3/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($32.46)"
"10/2/2023","DUNKIN","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.69)"
"10/2/2023","BELL WEB PMTS TTJXD WEB ID","Chase - via Direct Web API","CHASE CHECKING","Restaurants/Dining","No","No","($1401.69)"
"10/1/2023","GOOGLE","Chase - via Direct Web API","CHASE FREEDOM","Electronics & Software","No","No","($0.24)"
"9/30/2023","AUTOSAVE SAVINGS","Chase - via Direct Web API","CHASE SAVINGS","Savings","No","No","$400"
"9/30/2023","AUTOSAVE SAVINGS","Chase - via Direct Web API","CHASE CHECKING","Savings","No","No","($400)"
"9/30/2023","SCHWAB BROKERAGE MONEYLINK WEB ID","Chase - via Direct Web API","CHASE CHECKING","Transfers","No","No","($350)"
"9/30/2023","DESI BITES FRISCO FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($8.66)"
"9/30/2023","INTEREST PAID","Goldman Sachs - Marcus - via Direct Web Access","GOLDMAN SACHS","Interest Income","No","No","$68.05"
"9/30/2023","PATEL BROTHERS TX","American Express - Amex Account - via Direct Web Access","AMEX","Groceries","No","No","($56.3)"
"9/29/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($3)"
"9/29/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/29/2023","AMC STONEBRIAR FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Entertainment","No","No","($27.04)"
"9/29/2023","INTEREST PAID","Charles Schwab US","CHARLES SCHWAB CHECKING","Interest Income","No","No","$0.02"
"9/29/2023","CHASE CREDIT CRD AUTOPAY PPD ID","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($478.2)"
"9/29/2023","DISCOVER EPAYMENT WEB ID","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($446.58)"
"9/29/2023","TELADOC HEALTH I DIRECT DEP PPD ID","Chase - via Direct Web API","CHASE CHECKING","Income","No","No","$3743.31"
"9/28/2023","7-ELEVEN 34536","Chase - via Direct Web API","CHASE FREEDOM","Gas & Fuel","No","No","($40)"
"9/28/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/28/2023","CHICKFILA TX","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($13.25)"
"9/28/2023","DIRECTPAY FULL BALANCE","Discover Credit Card - via Direct Web Access","DISCOVER","Income","No","No","$446.58"
"9/28/2023","AUTOMATIC PAYMENT THANK","Chase - via Direct Web API","CHASE FREEDOM","Credit Card Payment","No","No","$478.2"
"9/27/2023","STARBUCKS STORE","Chase - via Direct Web API","CHASE FREEDOM","Coffee","No","No","($2.87)"
"9/27/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"9/26/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/26/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"9/26/2023","AUTOPAY PAYMENT THANK YOU","American Express - Amex Account - via Direct Web Access","AMEX","Credit Card Payment","No","No","$1783.28"
"9/26/2023","AMERICAN EXPRESS PMT WEB ID","Chase - via Direct Web API","CHASE CHECKING","Credit Card Payment","No","No","($1783.28)"
"9/25/2023","DUNKIN PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($2.69)"
"9/24/2023","BODYFIT","Chase - via Direct Web API","CHASE FREEDOM","Gym","No","No","($73.09)"
"9/24/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"9/24/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/24/2023","PANERA BREAD K FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Fast Food & Convenience","No","No","($2.8)"
"9/23/2023","GOOGLE","Chase - via Direct Web API","CHASE FREEDOM","Electronics & Software","No","No","($11.9)"
"9/23/2023","TARGET FRISCO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Shopping","No","No","($23.06)"
"9/23/2023","HELLO INDIA PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Restaurants/Dining","No","No","($1)"
"9/23/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/22/2023","WALMART.COM","Chase - via Direct Web API","CHASE FREEDOM","Shopping","No","No","($5.35)"
"9/22/2023","STARBUCKS STORE PLANO TX","Discover Credit Card - via Direct Web Access","DISCOVER","Coffee","No","No","($2.87)"
"9/22/2023","ZELLE PAYMENT FROM ANURAAG VIKRAM","Chase - via Direct Web API","CHASE CHECKING","Online Payment","No","No","$81.66"
"9/22/2023","ZELLE PAYMENT TO RAMAKRISHNA UTD","Chase - via Direct Web API","CHASE CHECKING","Online Payment","No","No","($57)"
